id,rank,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount,domestic_boxoffice,international_boxoffice,worldwide_boxoffice
tt0046438,181,Tokyo Story,Tokyo Story (1953),1953,"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.1,58326,None,"$40,468","$40,468"
tt0047296,182,On the Waterfront,On the Waterfront (1954),1954,"https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Elia Kazan (dir.), Marlon Brando, Karl Malden",8.1,149485,None,None,None
tt0476735,183,My Father and My Son,My Father and My Son (2005),2005,"https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Cagan Irmak (dir.), Eser Sariyar, Çetin Tekindor",8.1,83694,None,"$18,612,999","$18,612,999"
tt0079944,184,Stalker,Stalker (1979),1979,"https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UX128_CR0,1,128,176_AL_.jpg","Andrei Tarkovsky (dir.), Alisa Freyndlikh, Aleksandr Kaydanovskiy",8.1,127598,"$292,049","$11,766","$303,815"
tt3011894,185,Wild Tales,Wild Tales (2014),2014,"https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX128_CR0,1,128,176_AL_.jpg","Damián Szifron (dir.), Darío Grandinetti, María Marull",8.1,188518,"$3,106,530","$27,536,174","$30,642,704"
tt0065234,186,Z,Z (1969),1969,"https://m.media-amazon.com/images/M/MV5BNDQ4ZTI5NTktOTY2ZS00NmM3LWE2ZTAtMTdjNzFmOWYzYzhkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX128_CR0,1,128,176_AL_.jpg","Costa-Gavras (dir.), Yves Montand, Irene Papas",8.1,26371,"$83,305",None,"$83,305"
tt0077416,187,The Deer Hunter,The Deer Hunter (1978),1978,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.1,326656,"$48,979,328","$95,051","$49,074,379"
tt1392214,188,Prisoners,Prisoners (2013),2013,"https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.1,648406,"$61,002,302","$61,124,385","$122,126,687"
tt2278388,189,The Grand Budapest Hotel,The Grand Budapest Hotel (2014),2014,"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.1,754213,"$59,301,324","$113,644,426","$172,945,750"
tt0017925,190,The General,The General (1926),1926,"https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.1,87554,None,None,None
tt1205489,191,Gran Torino,Gran Torino (2008),2008,"https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.1,746828,"$148,095,302","$121,862,926","$269,958,228"
tt0060827,192,Persona,Persona (1966),1966,"https://m.media-amazon.com/images/M/MV5BMTM0YzExY2EtMjUyZi00ZmIwLWFkYTktNjY5NmVkYTdkMjI5XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.1,111947,None,"$90,556","$90,556"
tt0015324,193,Sherlock Jr.,Sherlock Jr. (1924),1924,"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.1,46592,None,None,None
tt0112471,194,Before Sunrise,Before Sunrise (1995),1995,"https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.1,289557,"$5,535,405","$451,981","$5,987,386"
tt0978762,195,Mary and Max,Mary and Max (2009),2009,"https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,1,128,176_AL_.jpg","Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.1,171645,None,"$1,740,429","$1,740,429"
tt0031679,196,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington (1939),1939,"https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Frank Capra (dir.), James Stewart, Jean Arthur",8.1,112092,"$144,738",None,"$144,738"
tt0264464,197,Catch Me If You Can,Catch Me If You Can (2002),2002,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.1,898945,"$164,615,351","$187,498,961","$352,114,312"
tt0107207,198,In the Name of the Father,In the Name of the Father (1993),1993,"https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.1,167233,"$25,096,862","$40,700,000","$65,796,862"
tt3170832,199,Room,Room (2015),2015,"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.1,396315,"$14,677,654","$20,724,104","$35,401,758"
tt0072684,200,Barry Lyndon,Barry Lyndon (1975),1975,"https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.1,159800,None,"$198,992","$198,992"
tt2267998,201,Gone Girl,Gone Girl (2014),2014,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UX128_CR0,3,128,176_AL_.jpg","David Fincher (dir.), Ben Affleck, Rosamund Pike",8.1,919013,"$167,767,189","$201,563,174","$369,330,363"
tt2119532,202,Hacksaw Ridge,Hacksaw Ridge (2016),2016,"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.1,474983,"$67,209,615","$113,354,021","$180,563,636"
tt7019842,203,96,96 (2018),2018,"https://m.media-amazon.com/images/M/MV5BZTM1MGM3NjgtZjE4Mi00ZTNlLWI3ODAtNTViZjFmMDc3MjlhXkEyXkFqcGdeQXVyOTA3MTM0MTM@._V1_UY176_CR0,0,128,176_AL_.jpg","C. Prem Kumar (dir.), Vijay Sethupathi, Adithya Bhaskar",8.1,25528,None,"$616,333","$616,333"
tt0019254,204,The Passion of Joan of Arc,The Passion of Joan of Arc (1928),1928,"https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.1,51937,"$21,877",None,"$21,877"
tt8108198,205,Andhadhun,Andhadhun (2018),2018,"https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Sriram Raghavan (dir.), Ayushmann Khurrana, Tabu",8.1,84567,"$1,193,046","$61,282,296","$62,475,342"
tt1950186,206,Ford v Ferrari,Ford v Ferrari (2019),2019,"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_UX128_CR0,3,128,176_AL_.jpg","James Mangold (dir.), Matt Damon, Christian Bale",8.1,342814,"$117,624,357","$107,883,853","$225,508,210"
tt2024544,207,12 Years a Slave,12 Years a Slave (2013),2013,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.1,669513,"$56,671,993","$131,061,209","$187,733,202"
tt0035446,208,To Be or Not to Be,To Be or Not to Be (1942),1942,"https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX128_CR0,3,128,176_AL_.jpg","Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.1,34308,None,None,None
tt0118715,209,The Big Lebowski,The Big Lebowski (1998),1998,"https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Joel Coen (dir.), Jeff Bridges, John Goodman",8.1,771817,"$18,034,458","$28,714,263","$46,748,721"
tt0077711,210,Autumn Sonata,Autumn Sonata (1978),1978,"https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Ingmar Bergman (dir.), Ingrid Bergman, Liv Ullmann",8.1,32030,None,"$14,338","$14,338"
tt0892769,211,How to Train Your Dragon,How to Train Your Dragon (2010),2010,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.1,699190,"$217,581,231","$277,298,240","$494,879,471"
tt0097165,212,Dead Poets Society,Dead Poets Society (1989),1989,"https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.1,454116,"$95,860,116","$140,000,000","$235,860,116"
tt1392190,213,Mad Max: Fury Road,Mad Max: Fury Road (2015),2015,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","George Miller (dir.), Tom Hardy, Charlize Theron",8.1,937849,"$154,058,340","$221,600,410","$375,658,750"
tt0052618,214,Ben-Hur,Ben-Hur (1959),1959,"https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","William Wyler (dir.), Charlton Heston, Jack Hawkins",8.1,229977,"$74,422,622","$5,016","$74,427,638"
tt1201607,215,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2 (2011),2011,"https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","David Yates (dir.), Daniel Radcliffe, Emma Watson",8.1,811254,"$381,409,310","$960,912,354","$1,342,321,665"
tt0405159,216,Million Dollar Baby,Million Dollar Baby (2004),2004,"https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.1,661845,"$100,492,203","$116,271,443","$216,763,646"
tt0046268,217,The Wages of Fear,The Wages of Fear (1953),1953,"https://m.media-amazon.com/images/M/MV5BZDdkNzMwZmUtY2Q5MS00ZmM2LWJhYjItYTBjMWY0MGM4MDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.1,58668,None,"$1,098","$1,098"
tt4016934,218,The Handmaiden,The Handmaiden (2016),2016,"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Park Chan-Wook (dir.), Kim Min-hee, Ha Jung-woo",8.1,130679,"$2,006,788","$35,760,418","$37,767,206"
tt0092005,219,Stand by Me,Stand by Me (1986),1986,"https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.1,382729,"$52,287,414",None,"$52,287,414"
tt0074958,220,Network,Network (1976),1976,"https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Sidney Lumet (dir.), Faye Dunaway, William Holden",8.1,153353,"$23,689,877",$880,"$23,690,757"
tt3315342,221,Logan,Logan (2017),2017,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.1,697485,"$226,277,068","$392,902,882","$619,179,950"
tt0061512,222,Cool Hand Luke,Cool Hand Luke (1967),1967,"https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX128_CR0,3,128,176_AL_.jpg","Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.1,171148,None,None,None
tt1954470,223,Gangs of Wasseypur,Gangs of Wasseypur (2012),2012,"https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_UX128_CR0,3,128,176_AL_.jpg","Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha",8.0,90788,None,"$4,384,642","$4,384,642"
tt1028532,224,Hachi: A Dog's Tale,Hachi: A Dog's Tale (2009),2009,"https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Lasse Hallström (dir.), Richard Gere, Joan Allen",8.0,268962,None,"$46,749,646","$46,749,646"
tt0113247,225,La Haine,La Haine (1995),1995,"https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX128_CR0,1,128,176_AL_.jpg","Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.0,162000,"$280,859","$135,970","$416,829"
tt0053198,226,The 400 Blows,The 400 Blows (1959),1959,"https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY176_CR0,0,128,176_AL_.jpg","François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.0,112408,$509,"$126,735","$127,244"
tt0091763,227,Platoon,Platoon (1986),1986,"https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.0,397753,"$138,530,565","$15,067","$138,545,632"
tt5323662,228,A Silent Voice: The Movie,A Silent Voice: The Movie (2016),2016,"https://m.media-amazon.com/images/M/MV5BZGRkOGMxYTUtZTBhYS00NzI3LWEzMDQtOWRhMmNjNjJjMzM4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Naoko Yamada (dir.), Miyu Irino, Saori Hayami",8.0,66194,"$644,391","$29,874,557","$30,518,948"
tt1895587,229,Spotlight,Spotlight (2015),2015,"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.0,446628,"$45,055,776","$53,634,478","$98,690,254"
tt0198781,230,"Monsters, Inc.","Monsters, Inc. (2001)",2001,"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Billy Crystal, John Goodman",8.0,857835,"$290,642,256","$289,065,482","$579,707,738"
tt0032976,231,Rebecca,Rebecca (1940),1940,"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,1,128,176_AL_.jpg","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.0,132048,None,"$72,275","$72,275"
tt0079470,232,Monty Python's Life of Brian,Monty Python's Life of Brian (1979),1979,"https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Terry Jones (dir.), Graham Chapman, John Cleese",8.0,384130,"$20,206,622","$536,230","$20,742,852"
tt0395169,233,Hotel Rwanda,Hotel Rwanda (2004),2004,"https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Terry George (dir.), Don Cheadle, Sophie Okonedo",8.0,345362,"$23,530,892","$10,351,351","$33,882,243"
tt0116231,234,The Bandit,The Bandit (1996),1996,"https://m.media-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Yavuz Turgul (dir.), Sener Sen, Ugur Yücel",8.0,68204,None,None,None
tt0118694,235,In the Mood for Love,In the Mood for Love (2000),2000,"https://m.media-amazon.com/images/M/MV5BMDJkYjRiMTgtYjBhNi00ZjQwLWI3MWItNTZkY2MzNjcxNzM5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung",8.0,138761,"$2,738,980","$11,402,212","$14,141,192"
tt1979320,236,Rush,Rush (2013),2013,"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.0,456342,"$26,947,624","$70,035,385","$96,983,009"
tt0758758,237,Into the Wild,Into the Wild (2007),2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.0,598639,"$18,354,356","$38,321,539","$56,675,895"
tt0245712,238,Amores perros,Amores perros (2000),2000,"https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UY176_CR0,0,128,176_AL_.jpg","Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.0,233288,"$5,408,467","$15,500,000","$20,908,467"
tt0075148,239,Rocky,Rocky (1976),1976,"https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX128_CR0,3,128,176_AL_.jpg","John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.0,544340,"$117,235,147","$15,235","$117,250,382"
tt0087544,240,Nausicaä of the Valley of the Wind,Nausicaä of the Valley of the Wind (1984),1984,"https://m.media-amazon.com/images/M/MV5BZTI3NmJmYTQtNDg4NS00M2VlLTgzZDAtZWIwZDcyOWY5YzIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura",8.0,161543,"$495,770","$8,240,736","$8,736,506"
tt0060107,241,Andrei Rublev,Andrei Rublev (1966),1966,"https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@._V1_UY176_CR0,0,128,176_AL_.jpg","Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov",8.0,51384,"$124,189","$21,302","$145,491"
tt0025316,242,It Happened One Night,It Happened One Night (1934),1934,"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Frank Capra (dir.), Clark Gable, Claudette Colbert",8.0,99590,None,None,None
tt0381681,243,Before Sunset,Before Sunset (2004),2004,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UX128_CR0,3,128,176_AL_.jpg","Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.0,250040,"$5,820,649","$10,115,858","$15,936,507"
tt0083922,244,Fanny and Alexander,Fanny and Alexander (1982),1982,"https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Ingmar Bergman (dir.), Bertil Guve, Pernilla Allwin",8.0,61400,"$6,783,304","$12,467","$6,795,771"
tt0169858,245,Neon Genesis Evangelion: The End of Evangelion,Neon Genesis Evangelion: The End of Evangelion (1997),1997,"https://m.media-amazon.com/images/M/MV5BMDAxYzU2YjEtNmNjNS00OGJlLTg3MzgtNzAwN2E1ZWFiYTg5XkEyXkFqcGdeQXVyNTkwNzYyODM@._V1_UX128_CR0,1,128,176_AL_.jpg","Hideaki Anno (dir.), Megumi Ogata, Megumi Hayashibara",8.0,47969,None,None,None
tt0058946,246,The Battle of Algiers,The Battle of Algiers (1966),1966,"https://m.media-amazon.com/images/M/MV5BZWEzMGY4OTQtYTdmMy00M2QwLTliYTQtYWUzYzc3OTA5YzIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,1,128,176_AL_.jpg","Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.0,57379,"$879,794","$84,234","$964,028"
tt0050783,247,Nights of Cabiria,Nights of Cabiria (1957),1957,"https://m.media-amazon.com/images/M/MV5BOTdhNmUxZmQtNmMwNC00MzE3LWE1MTUtZDgxZTYwYjEzZjcwXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UX128_CR0,3,128,176_AL_.jpg","Federico Fellini (dir.), Giulietta Masina, François Périer",8.0,46646,"$752,045","$3,274","$755,319"
tt0093779,248,The Princess Bride,The Princess Bride (1987),1987,"https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Rob Reiner (dir.), Cary Elwes, Mandy Patinkin",8.0,411742,"$30,857,814","$44,628","$30,902,442"
